LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant pTa_pT2+	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	N: Welch's T-test p-value pTa_pT2+	N: Welch's T-test q-value pTa_pT2+	N: Welch's T-test Difference pTa_pT2+	N: Welch's T-test Test statistic pTa_pT2+
23.5439	22.727	24.0926	22.724	22.371	20.3058	22.7378	22.07						12	12	11	23.4	23.4	22.4	83.266	0	68.819	65375000	67	0.582632	0.897883	-0.487253	-0.586418
22.8651	22.0666	22.5783	22.9351	24.1822	23.1457	22.5676	22.357						12	12	12	51.9	51.9	51.9	32.118	0	50.664	74922000	69	0.875768	0.989981	0.0823417	0.168514
20.4997	22.0302	20.8194	22.2196	21.0323	21.3478	21.565	21.8933						7	7	7	37.6	37.6	37.6	24.579	0	28.25	25730000	34	0.941433	0.986533	-0.0358076	-0.0766757
24.7166	24.5873	23.5277	24.8085	24.0267	24.7026	24.8872	24.3367						19	19	19	50	50	50	47.517	0	209.3	194710000	176	0.0606421	0.714078	0.659148	2.83828
27.347	26.9882	27.4196	28.6588	27.0744	27.6087	28.0236	27.732						30	30	30	75.3	75.3	75.3	44.614	0	323.31	1824400000	1006	0.129701	0.758383	0.605953	1.81981
21.8026	19.5332	21.0785	20.7482	18.8479	20.6354	19.5235	21.8096						7	7	7	14.6	14.6	14.6	70.036	0	15.072	14205000	20	0.680007	0.928559	0.360104	0.436034
26.574	25.1448	26.2429	26.3755	26.3382	26.7155	26.1313	26.8912						23	23	23	47.3	47.3	47.3	45.205	0	211.42	714710000	430	0.491679	0.892458	0.294788	0.761834
22.9097	20.9969	22.9759	22.8921	21.6959	21.4981	19.9627	22.9341						10	10	10	15.6	15.6	15.6	85.532	0	31.472	45103000	38	0.709521	0.93906	-0.335051	-0.392988
27.3285	24.8625	25.4635	25.2732	24.7648	28.7019	26.9431	26.1024						10	10	10	55.9	55.9	55.9	28.87	0	245.82	683720000	365	0.0821465	0.758057	1.76341	2.28893
24.1881	22.983	23.4299	23.4456	22.3427	25.6158	24.5309	22.953						8	8	8	38.5	38.5	38.5	29.246	0	57.896	111850000	105	0.0349578	0.675905	1.51793	3.01519
18.6944	20.6603	24.8634	19.179	18.7847	19.3313	21.9772	18.2657						11	11	11	26.7	26.7	26.7	46.53	0	54.766	34947000	39	0.636191	0.91273	-0.848017	-0.507658
25.0552	22.3616	22.5978	22.9285	20.8255	22.6449	23.5154	22.9521						15	15	15	37.1	37.1	37.1	52.602	0	53.818	90054000	94	0.107902	0.767589	1.35176	1.89441
27.1715	25.9181	27.3129	27.2179	26.8772	27.0335	27.9187	27.3472						24	24	24	60	60	60	46.736	0	263.25	1235500000	790	0.279125	0.803529	0.471517	1.21677
22.7309	21.0987	23.173	23.8037	24.1588	23.6214	23.2223	24.0475						12	12	12	34.3	34.3	34.3	47.65	0	54.884	98509000	105	0.779684	0.956193	0.225041	0.301019
27.8935	25.5911	26.5077	25.4315	24.8184	27.1747	26.8917	26.3652						48	48	48	43.1	43.1	43.1	163.29	0	323.31	817380000	656	0.167536	0.767868	1.02724	1.586
26.9458	25.9941	26.5943	26.0602	25.5944	26.4215	26.4875	26.7366						67	67	67	48	48	48	187.15	0	323.31	726180000	736	0.472815	0.889498	0.248909	0.772544
23.4544	22.7324	23.9676	19.374	20.8315	22.9737	20.2081	22.6659						3	3	1	39.4	39.4	8.3	11.746	0	31.843	53276000	59	0.420963	0.886404	-1.04682	-0.874643
23.269	21.8764	22.0987	20.9714	21.4125	24.3335	19.7107	20.5172						2	2	1	18.8	18.8	9.4	12.582	0	57.051	36519000	29	0.623121	0.906143	0.59499	0.535656
23.968	22.8286	22.3858	22.2518	22.4837	21.9471	21.2925	22.2606						2	2	2	25	25	25	13.227	0	17.166	54647000	41	0.843226	0.981539	-0.124841	-0.213958
28.2348	26.8792	27.7504	26.4369	26.9071	27.6994	25.424	27.1791						6	6	6	82.1	82.1	82.1	11.609	0	306.16	1274500000	604	0.748215	0.946031	-0.230171	-0.346518
28.8453	28.1892	29.0244	27.5953	27.7823	28.1226	26.101	27.849						14	14	6	61.8	61.8	31.5	36.105	0	243.14	2441100000	1224	0.443457	0.882505	-0.545138	-0.841965
26.3098	25.9718	25.646	24.3928	26.2747	25.316	23.7283	25.2942						12	6	5	46	25.2	20.9	35.9	0	90.582	422310000	225	0.22806	0.803078	-0.859983	-1.43334
25.2873	24.7959	25.1393	24.055	24.8602	23.976	23.2975	24.333						14	8	6	52.3	37.7	30.2	41.287	0	81.813	210000000	179	0.23326	0.804538	-0.628129	-1.406
25.0217	23.141	23.0629	25.2324	23.8112	24.8543	22.6928	24.8583						13	13	13	31.6	31.6	31.6	49.306	0	137.35	183630000	154	0.354272	0.835399	0.731932	1.0133
26.345	26.5961	26.2158	24.3693	26.6481	26.7482	24.1076	25.6261						13	13	5	56.7	56.7	27.5	37.654	0	204.81	548650000	405	0.290052	0.810009	-0.879023	-1.23191
19.8522	24.5915	22.5612	19.3632	20.3731	20.7548	22.7363	20.66						6	6	6	32.3	32.3	32.3	28.607	0	68.469	40947000	40	0.310442	0.821653	-1.36982	-1.1148
27.5858	26.6199	26.201	25.1843	25.3241	29.9119	28.8008	26.6615						16	8	8	95.9	61.9	61.9	16.055	0	213.83	1592500000	428	0.199188	0.789347	1.66908	1.57444
23.2792	25.2833	25.5652	19.7682	18.2958	20.2318	24.7495	25.5689						11	11	11	9.8	9.8	9.8	138.94	0	132.89	185350000	121	0.472585	0.891534	-1.67114	-0.773682
24.1377	23.4376	24.6224	22.5056	21.7019	24.1084	22.4141	23.9272						5	5	5	4	4	4	160.61	0	53.478	108850000	67	0.87369	0.987949	-0.130857	-0.166345
28.2266	27.5714	27.8474	27.7779	28.0637	27.548	27.9796	27.8247						43	43	42	60.4	60.4	59.2	74.139	0	323.31	2087300000	1220	0.761718	0.948988	0.0562186	0.319101
22.2057	20.0059	20.5166	19.6589	18.6542	26.1427	24.0309	21.3523						26	26	26	12	12	12	280.01	0	60.388	72228000	59	0.125558	0.758545	2.87731	1.93368
27.6335	26.8977	26.9992	26.6804	25.1888	27.511	28.7168	27.1698						22	22	22	69.7	69.7	69.7	30.777	0	323.31	1333400000	590	0.136641	0.752673	1.07159	1.72038
22.3967	24.3602	21.8024	21.4091	21.313	22.5895	23.5592	22.905						13	13	13	45.1	45.1	45.1	36.154	0	54.565	57641000	44	0.899983	0.978874	-0.106511	-0.131994
23.5666	22.8312	23.5154	22.8199	20.4642	24.2269	24.5247	23.6476						6	6	6	63	63	63	11.175	0	74.179	86841000	85	0.224337	0.808405	1.16992	1.40916
27.39	25.5932	25.247	25.5004	24.9413	26.3444	26.2995	27.1889						20	20	20	32.2	32.2	32.2	94.972	0	323.31	700470000	472	0.352412	0.835418	0.640989	1.01315
28.037	26.5341	26.6761	26.3562	25.8472	27.14	26.9037	27.6493						27	27	27	69.9	69.9	69.9	55.928	0	323.31	1137900000	704	0.429317	0.886098	0.432527	0.847522
28.3688	26.8131	26.7679	26.5027	26.1141	26.7886	27.0583	27.2147						24	24	24	56.3	56.3	56.3	51.511	0	323.31	1230000000	673	0.384088	0.871225	0.452137	0.959878
24.7736	20.677	22.7223	21.974	22.422	26.6988	24.5543	23.62						20	20	20	25.4	25.4	25.4	101.79	0	86.848	126040000	147	0.120718	0.757964	2.13988	1.86204
21.1675	24.1438	21.5403	20.5759	18.9716	19.4289	23.0079	22.5157						8	8	8	32.7	32.7	32.7	25.387	0	56.639	40090000	41	0.592882	0.898953	-0.74784	-0.568403
21.9819	20.6163	21.1321	18.9083	20.6788	21.2319	20.6964	22.1193						4	4	4	21.2	21.2	21.2	25.773	0	11.54	17757000	23	0.587305	0.896	-0.432005	-0.583303
23.6712	19.9765	23.5933	22.2778	21.1023	23.6237	23.4645	23.1281						9	9	9	37.1	37.1	37.1	38.298	0	36.216	55586000	78	0.227078	0.801514	1.30924	1.43351
27.6246	26.9789	28.1815	24.5977	24.4819	25.2528	25.7591	26.5465						54	54	54	33.5	33.5	33.5	262.62	0	323.31	902240000	589	0.49216	0.888154	-0.738638	-0.73261
20.5484	19.4784	22.0195	20.7985	19.5087	20.1952	19.9923	19.741						4	4	4	13.6	13.6	13.6	38.999	0	9.9106	9942700	12	0.775743	0.954076	0.19671	0.307612
22.7359	24.9256	23.4668	24.0866	24.908	23.8081	24.5575	23.6398						6	6	4	34.8	34.8	26.4	23.511	0	55.229	170060000	136	0.458101	0.884872	-0.437998	-0.792806
23.6628	22.6647	24.3839	23.0408	21.8319	19.9867	22.6044	23.2119						6	6	6	30.5	30.5	30.5	39.324	0	39.943	75916000	73	0.501801	0.886694	-0.699443	-0.721341
32.019	31.4114	31.8	31.3463	31.2849	31.8548	31.8042	31.9994						63	63	63	84.1	84.1	84.1	69.366	0	323.31	29345000000	9425	0.570587	0.894496	0.132154	0.600481
23.3504	22.8928	23.566	23.3403	22.3778	23.3523	23.4301	22.9992						8	8	8	21.1	21.1	21.1	52.963	0	25.219	80331000	70	0.191426	0.775859	0.409307	1.67396
21.2662	24.9711	23.0153	22.916	26.4877	19.9639	21.2775	23.4807						20	20	20	31.7	31.7	31.7	84.87	0	298.34	190900000	146	0.0213584	0.629333	-3.13282	-3.15907
28.1372	26.7676	28.5498	27.6312	27.1683	27.3551	28.0633	27.4518						44	44	44	61.2	61.2	61.2	77.063	0	323.31	1855100000	1256	0.499474	0.887438	0.312324	0.736253
19.373	27.7535	23.73	20.0022	19.7045	18.6283	21.4195	20.1376						32	32	32	55.8	55.8	55.8	78.181	0	323.31	225240000	166	0.212083	0.806964	-2.97564	-1.5153
24.9198	24.8212	25.9938	25.3286	25.1328	25.1216	25.2091	25.3618						15	15	15	43.1	43.1	43.1	51.676	0	125.97	349490000	316	0.52807	0.882904	-0.182615	-0.695034
21.1536	26.0449	22.2374	20.4009	20.7776	19.7374	21.6674	23.7297						7	7	7	48.6	48.6	48.6	20.019	0	78.691	93912000	69	0.113264	0.764385	-2.45755	-2.04559
19.9438	23.389	20.9748	19.0699	20.043	22.0989	21.3683	23.5965						5	5	5	30.6	30.6	30.6	21.225	0	21.247	33527000	32	0.26531	0.801701	-1.38064	-1.23627
21.5838	20.4804	19.0536	19.3931	19.3398	20.3734	19.6256	19.4195						4	4	4	6.7	6.7	6.7	67.033	0	9.8498	8457400	7	0.301879	0.818322	0.670654	1.14884
22.6798	22.0263	23.5043	22.4852	21.0587	22.7273	22.6757	22.5208						6	6	6	15.7	15.7	15.7	54.305	0	34.035	48713000	51	0.527019	0.882551	0.364443	0.71163
24.9885	25.3353	24.7833	24.6358	24.5272	26.8231	26.298	24.4668						25	25	25	54.5	54.5	54.5	59.755	0	249.76	309690000	278	0.181306	0.786877	0.908213	1.62959
19.6716	19.856	19.8977	19.4713	21.3908	20.5095	20.6672	19.5464						2	2	2	4.7	4.7	4.7	53.688	0	10.715	9231800	21	0.862043	0.980605	-0.092854	-0.182149
26.9861	27.095	27.5032	28.1435	27.6604	27.4305	27.3987	27.8208						23	23	20	72	72	62.4	39.42	0	323.31	1638200000	795	0.920151	0.985937	-0.0301423	-0.105262
25.0651	25.8811	24.6539	25.4496	25.0118	25.5494	26.1131	24.8648						4	4	4	55.1	55.1	55.1	11.139	0	76.809	350770000	196	0.251007	0.800393	0.44137	1.27664
24.9129	27.1776	26.2434	26.1265	27.9251	24.8274	25.7687	26.0182						24	24	24	70.2	70.2	70.2	38.714	0	323.31	846190000	457	0.0424283	0.684	-1.43219	-2.63264
23.7118	19.5434	19.9425	20.3412	20.0297	19.9323	21.4012	23.032						26	26	26	6	6	6	515.6	0	49.98	32299000	36	0.565991	0.893491	0.709725	0.607257
22.5598	23.912	24.1208	21.7561	18.8501	19.8064	23.8284	22.5313						5	5	5	26.6	26.6	26.6	24.722	0	60.332	66364000	46	0.814333	0.965463	-0.365859	-0.246734
21.8411	19.8842	22.5511	22.0994	19.2397	19.6919	21.3964	19.5876						4	4	4	8	8	8	59.578	0	13.101	21061000	16	0.354515	0.834874	0.941553	1.01186
23.8092	20.2953	23.1977	21.3745	21.5513	20.7258	19.9262	21.9494						4	4	4	24.8	24.8	24.8	17.935	0	62.945	43105000	51	0.788884	0.951733	-0.289503	-0.281312
21.3349	20.132	22.0447	21.4724	19.2563	21.7958	21.1229	21.4654						5	5	5	12.7	12.7	12.7	54.253	0	15.369	22772000	21	0.34846	0.83803	0.706921	1.09109
24.2613	24.87	24.1283	24.2857	24.2316	23.4927	24.1083	23.8702						21	19	16	33.2	31.7	27	66.038	0	152.45	173560000	285	0.43169	0.884414	-0.238021	-0.843789
23.0414	20.1129	21.4011	19.6929	20.2991	19.1838	20.257	19.5841						9	9	9	4.2	4.2	4.2	309.26	0	25.589	17960000	16	0.846197	0.978322	0.194449	0.206461
28.9322	28.4681	28.6824	29.5544	28.7717	29.0327	28.8912	28.7131						21	21	21	80.6	80.6	80.6	36.053	0	323.31	4332800000	1548	0.0555616	0.729412	0.443787	2.65477
23.6047	25.3919	24.4627	22.7082	22.5098	22.8073	23.5329	22.8088						11	11	2	42.7	42.7	6.6	40.84	0	91.37	117630000	98	0.436838	0.876448	-0.630021	-0.870514
24.9903	25.0675	23.6233	24.7986	24.6307	25.3744	26.6047	24.6237						11	11	8	59.7	59.7	52.2	28.315	0	175.31	304660000	208	0.112639	0.766883	0.955711	1.88136
27.537	28.8527	27.2172	27.3953	30.2636	28.8522	28.3468	29.0922						19	19	19	90.7	90.7	90.7	22.782	0	178.69	4023800000	1156	0.305389	0.816077	-0.82364	-1.15098
24.8413	24.9755	25.295	25.3033	25.2811	24.8639	24.8082	24.7479						25	25	25	49.6	49.6	49.6	68.569	0	148.39	298270000	293	0.51885	0.878191	-0.120701	-0.68569
24.2382	25.4579	23.9831	24.2862	24.3714	23.9277	23.6022	24.0383						14	14	14	34.5	34.5	34.5	69.283	0	96.527	181810000	130	0.296665	0.805549	-0.449134	-1.18969
25.2237	24.6007	24.7303	24.4304	24.4262	24.3548	24.1213	23.8037						11	11	7	40.6	40.6	27.9	40.45	0	71.591	207280000	163	0.668074	0.925356	0.142323	0.451174
25.0179	24.4487	23.5772	24.3892	24.2353	24.3211	24.2716	24.8355						21	21	14	26.2	26.2	17.2	112.89	0	136.48	193330000	217	0.505492	0.887429	0.225813	0.714829
21.8987	28.0658	22.3729	20.7542	27.1094	22.2753	23.7478	23.554						9	9	9	76.3	76.3	76.3	10.834	0	73.09	494150000	215	0.104789	0.767064	-3.10654	-2.06659
26.1426	26.7943	26.0688	26.2754	25.8989	25.9048	25.8492	25.6009						14	14	6	37.9	37.9	16.8	32.852	0	119.95	594770000	380	0.86981	0.986012	-0.0477118	-0.174928
22.4805	22.0623	22.8063	22.1672	21.7146	22.173	23.544	22.5354						8	8	8	18.6	18.6	18.6	55.154	0	24.947	48996000	69	0.474886	0.884148	0.311541	0.766179
19.3078	28.0998	21.2826	19.7244	18.7498	20.126	18.954	20.9977						30	30	27	43.9	43.9	40.8	83.868	0	240.28	272870000	143	0.26646	0.801634	-2.75443	-1.35283
22.8598	20.3524	23.2337	23.0224	22.9671	22.2657	22.5132	22.6766						10	10	10	33.3	33.3	33.3	36.112	0	48.804	60807000	40	0.63272	0.910622	0.357803	0.523778
24.5513	24.7479	24.5543	24.9754	24.4326	24.0675	25.4328	24.058						6	6	6	48.7	48.7	48.7	11.665	0	82.923	219770000	144	0.392949	0.877755	0.308573	0.946388
25.1658	24.0996	24.884	25.277	25.2509	24.1918	24.4275	24.6563						11	11	11	39.7	39.7	39.7	34.273	0	98.672	253450000	218	0.909458	0.979778	0.0428238	0.118664
23.9509	24.6315	24.369	24.2933	24.6641	23.1975	23.8208	24.3699						17	17	17	45.8	45.8	45.8	46.836	0	132.69	173150000	188	0.0500242	0.67325	-0.692962	-2.8559
24.2791	24.1888	24.0395	24.7202	21.9688	24.4934	24.6192	24.0378						15	15	15	22.6	22.6	22.6	88.414	0	81.125	161150000	144	0.164758	0.767765	0.969272	1.79629
25.9033	24.4504	25.8397	27.0792	23.5605	25.6754	27.0029	24.8018						23	21	21	53	49.3	49.3	48.057	0	317.03	535100000	281	0.0278704	0.68097	1.75211	2.94055
29.9096	28.46	28.3642	29.5121	25.9095	29.8651	29.7629	29.9698						40	40	32	64.2	64.2	53.4	53.704	0	323.31	5491500000	1808	0.155015	0.775525	1.58651	1.87782
23.5891	23.4293	23.5789	22.9532	22.7002	22.8973	24.8004	23.7998						3	3	3	12.4	12.4	12.4	21.145	0	30.516	105690000	51	0.731775	0.944094	0.182959	0.364277
25.3435	25.8885	26.1595	25.1142	25.6718	24.75	25.8504	25.1986						18	18	18	33.6	33.6	33.6	85.696	0	223.71	417730000	292	0.181513	0.785716	-0.465085	-1.51417
27.6186	26.7922	26.826	27.721	27.5703	26.2685	27.4525	27.1936						24	24	24	71.8	71.8	71.8	56.559	0	323.31	1440000000	931	0.677823	0.929097	0.169642	0.442853
18.3012	28.4674	20.8461	20.2564	27.1474	18.5727	24.3408	22.1071						8	8	8	78.1	78.1	78.1	13.242	0	178.36	598600000	245	0.119967	0.758381	-4.27425	-1.836
26.6984	25.5256	23.9093	26.3525	26.2786	28.2167	27.0355	26.417						9	9	9	64.4	64.4	64.4	10.18	0	52.792	839850000	226	0.0759173	0.783565	1.54317	2.19286
21.7518	20.3524	23.3939	20.5042	19.6089	21.1272	24.3813	21.8354						14	14	14	40.9	40.9	40.9	45.398	0	57.479	44003000	30	0.609749	0.900618	0.643459	0.538299
27.785	27.3027	28.8239	28.9645	27.8924	27.8757	28.5909	28.1005						26	26	23	71.2	71.2	62	47.168	0	323.31	2731500000	1295	0.541785	0.886564	0.274162	0.647025
26.3914	26.0802	24.9486	25.2317	24.6083	20.1881	24.8615	25.6005						27	27	21	33.8	33.8	26.3	97.147	0	79.991	366580000	117	0.470496	0.888963	-1.1412	-0.812117
26.0079	26.6508	26.1711	27.3219	26.4024	26.313	26.3375	25.9071						18	18	18	45.5	45.5	45.5	63.146	0	275.01	797370000	469	0.546593	0.890724	0.21223	0.64923
26.4519	25.7107	26.1219	26.2862	26.4918	24.1211	25.9304	26.5382						10	10	10	38.4	38.4	38.4	32.575	0	96.392	647850000	182	0.417729	0.884619	-0.518279	-0.909221
23.934	25.4743	24.4218	25.5097	24.5543	24.9376	25.7954	24.7107						12	6	6	36.1	17.5	17.5	32.95	0	112.61	301860000	178	0.615789	0.905298	0.253919	0.536246
20.7127	21.8081	20.7113	21.7513	20.3496	20.2279	21.3743	19.6842						7	7	7	12.3	12.3	12.3	60.702	0	15.221	15654000	15	0.525513	0.882668	0.378241	0.676653
25.8078	25.7055	25.4874	25.3129	26.2405	25.1277	24.8421	25.2833						10	2	2	60.3	7.9	7.9	13.92	0	14.015	410820000	118	0.20945	0.808773	-0.406526	-1.40565
23.5112	24.0998	22.4676	22.2884	23.8847	19.1615	24.6372	22.8897						5	5	5	64.4	64.4	64.4	10.044	0	21.274	98630000	73	0.497509	0.886282	-0.935906	-0.752192
27.9634	27.056	26.9238	27.7813	27.8011	27.1212	27.432	27.5134						20	20	19	62.3	62.3	58.7	36.638	0	218.34	1626100000	689	0.398873	0.874624	0.250915	0.908482
23.4711	22.0617	22.034	22.9673	21.4231	22.3161	22.4755	19.2329						10	10	10	58.6	58.6	58.6	22.088	0	29.146	46106000	42	0.0886883	0.728233	1.61956	2.25786
26.8576	28.3248	27.495	27.7846	28.0726	27.4757	27.3336	27.4888						30	30	30	58.9	58.9	58.9	57.116	0	323.31	1780900000	1203	0.142423	0.756729	-0.482412	-1.68967
22.6823	23.7336	21.9738	23.0455	25.0823	22.762	22.2558	21.5432						5	5	5	21.1	21.1	21.1	20.863	0	39.707	88070000	82	0.664405	0.922486	-0.396802	-0.475922
25.8212	26.4043	25.3987	25.9454	26.3701	25.3577	25.8352	24.1218						15	15	15	47.6	47.6	47.6	44.552	0	110.22	493500000	307	0.781426	0.955867	0.166157	0.300585
27.3804	27.9172	27.8988	28.2581	28.4799	27.716	28.1014	28.4563						26	26	26	67.6	67.6	67.6	38.604	0	323.31	2404700000	1047	0.252909	0.801984	-0.324071	-1.26976
25.6803	26.0193	24.4172	26.0072	26.5095	26.087	26.4995	25.5367						29	29	29	45.4	45.4	45.4	81.889	0	295.11	554090000	525	0.404268	0.876851	0.447815	0.936302
25.735	26.3039	26.8569	26.5692	26.812	25.5737	25.9195	26.1434						22	5	4	61.7	19.4	16	49.67	0	202.6	729960000	360	0.0879302	0.728746	-0.57969	-2.05053
27.2671	25.7275	26.5609	27.129	26.7148	26.2619	26.0968	26.9208						30	30	30	66.3	66.3	66.3	68.478	0	323.31	910930000	585	0.619124	0.906828	0.20772	0.524353
21.3296	26.0892	25.9928	21.302	21.7604	20.8206	24.3239	25.2678						9	8	8	26.5	24.2	24.2	39.746	0	118.82	208550000	159	0.0745325	0.7828	-2.83352	-2.18091
22.4665	25.0097	23.5182	22.9399	23.929	23.712	25.6877	22.622						10	10	10	18.1	18.1	18.1	58.112	0	42.756	147210000	124	0.940053	0.985954	-0.0682154	-0.0787954
20.954	23.1234	20.8093	20.9912	20.2537	20.4693	22.9391	20.1287						9	9	9	17.6	17.6	17.6	63.111	0	23.942	24987000	26	0.77994	0.955643	0.259622	0.292995
26.7782	26.72	27.0889	27.4374	26.2639	25.8827	26.8422	27.0941						11	11	11	72.1	72.1	72.1	15.054	0	243.13	1052100000	446	0.886235	0.983315	-0.056612	-0.150561
23.4709	23.3217	22.4164	23.8232	24.1585	22.9523	23.7157	24.0304						8	8	8	59.4	59.4	59.4	19.608	0	41.401	110280000	105	0.985136	0.999404	0.00876856	0.0197273
22.981	23.4694	23.854	23.778	24.4144	22.5174	22.6727	23.4942						27	27	27	25.5	25.5	25.5	170.59	0	88.645	109050000	94	0.0635188	0.71595	-0.820735	-2.30004
24.4679	25.5258	24.2359	24.5955	24.5567	24.1301	24.3102	24.1136						8	8	8	29.2	29.2	29.2	37.821	0	57.32	213520000	172	0.531072	0.883101	-0.232051	-0.692041
27.256	27.3644	26.4177	27.4102	28.4943	26.957	27.3649	27.0486						41	24	24	53.6	34.7	34.7	84.659	0	323.31	1573800000	953	0.861355	0.982424	-0.0842056	-0.188564
25.4639	25.3784	25.3643	25.7376	25.6658	25.0868	25.3388	25.7889						13	13	13	35.6	35.6	35.6	33.67	0	162.82	413800000	411	0.440087	0.879402	-0.142571	-0.829966
25.7835	23.329	26.0197	22.8541	20.4813	20.4974	22.1398	24.2686						33	33	33	24.2	24.2	24.2	198.04	0	128.38	183420000	134	0.674551	0.929411	-0.705923	-0.441206
24.1758	26.0855	25.6727	21.6039	21.8132	20.9015	26.6814	23.728						13	6	4	34.5	17.6	12.7	32.85	0	205.52	285870000	103	0.572861	0.895173	-0.984159	-0.598894
22.8659	22.7805	21.773	23.1253	22.5306	22.3163	21.9802	22.5432						13	13	13	34.9	34.9	34.9	54.636	0	68.378	52192000	55	0.644559	0.914892	0.165074	0.486178
24.3217	21.9214	25.6883	21.2795	19.9142	21.4713	22.0392	20.3131						21	21	18	21.2	21.2	18.8	129.38	0	161.21	90178000	70	0.83996	0.981377	0.318693	0.213729
24.1688	25.1589	26.0748	18.8123	20.3986	24.8204	25.508	26.5684						9	9	9	7	7	7	129.31	0	87.041	314960000	142	0.578752	0.898881	-1.22284	-0.586969
25.1929	25.7863	26.0237	22.4189	23.8328	20.3599	23.1889	24.4814						33	33	33	53.8	53.8	53.8	75.872	0	184.08	226530000	211	0.109564	0.77127	-2.2409	-1.98655
28.3478	28.4591	29.1442	28.4374	28.7155	28.306	28.0645	28.1492						44	44	22	57.5	57.5	32.9	83.263	0	323.31	3172400000	1437	0.221345	0.808561	-0.328092	-1.45817
20.0518	19.7033	20.0562	20.638	20.115	19.3113	20.3303	20.1417						3	3	3	7.1	7.1	7.1	69.81	0	6.3695	6062200	5	0.807464	0.960747	0.0787911	0.261409
18.7059	26.7749	19.3956	18.5539	18.9826	20.1468	18.1318	20.8311						9	9	9	42	42	42	28.837	0	77.461	106870000	44	0.245041	0.797322	-2.61144	-1.40698
26.7506	24.3249	26.1223	22.8508	21.1938	21.2078	24.2675	23.634						11	11	11	10.7	10.7	10.7	167.55	0	194.8	286440000	173	0.975608	0.994999	-0.049612	-0.0318981
23.4554	22.4963	21.8598	22.6683	22.8707	20.8121	22.3932	22.6753						6	6	6	27.1	27.1	27.1	35.422	0	20.267	55641000	76	0.822124	0.96911	-0.143279	-0.240347
21.9329	20.0228	22.4645	21.5291	21.3685	21.999	20.246	22.5302						11	11	11	10.8	10.8	10.8	139.09	0	26.514	28415000	34	0.821275	0.970726	-0.169761	-0.237289
21.9859	20.2051	22.1191	21.762	22.6497	21.0279	20.6539	21.4804						7	7	7	18.8	18.8	18.8	51.556	0	17.086	26435000	33	0.693321	0.933904	-0.256154	-0.418626
28.6921	28.3513	29.2755	26.8417	27.4559	26.6232	28.6164	28.7769						37	35	32	77.7	74.5	69.7	53.651	0	323.31	2888100000	1365	0.303173	0.818797	-0.771532	-1.13908
23.8596	23.5268	23.2463	23.9509	23.9604	23.0071	22.9027	22.9414						6	6	6	56.3	56.3	56.3	15.55	0	99.08	106070000	62	0.975317	0.995481	0.0113358	0.0323276
29.0224	28.9058	29.1574	29.9901	27.8188	30.1708	30.4819	29.4462						42	42	26	88.8	88.8	67.2	44.105	0	323.31	6391600000	2293	0.0630825	0.718835	1.08428	2.28404
27.7659	27.5792	28.8423	30.059	27.7349	30.1958	30.3203	28.6751						39	35	31	57.8	52.7	50.3	51.385	0	323.31	4877000000	1456	0.107447	0.769959	1.37739	2.0007
21.1007	22.6995	20.1682	21.9562	22.5937	19.0296	18.8649	19.9363						9	5	5	30.5	17.8	17.8	40.532	0	19.802	25109000	29	0.340004	0.833467	-1.11158	-1.03635
24.8911	26.1988	26.5875	24.9425	26.4095	25.4756	24.6866	25.7528						18	18	18	60.9	60.9	60.9	35.936	0	236.16	475440000	350	0.00241963	0.198286	-1.23818	-5.02667
25.4971	25.6394	25.418	25.7462	25.8209	24.8942	25.3473	25.342						10	10	10	47.1	47.1	47.1	32.854	0	174.91	419450000	260	0.420668	0.886816	-0.183852	-0.877684
27.7321	26.1321	27.5678	27.8797	26.8778	27.2841	27.368	25.9587						12	12	12	66.2	66.2	66.2	23.356	0	285.41	1336000000	497	0.0804383	0.763098	0.931868	2.3519
24.9398	24.7776	26.1879	23.6014	22.6388	23.882	25.6168	23.9618						7	7	7	54.1	54.1	54.1	14.716	0	110.96	239120000	154	0.897954	0.982065	0.118451	0.134824
26.7837	25.6047	26.0816	26.1599	26.848	26.2414	26.4696	26.2852						7	7	6	27.9	27.9	22.3	24.893	0	124.71	726570000	359	0.510419	0.886716	0.20873	0.712583
26.4684	21.5954	23.0488	24.2648	19.845	21.9414	25.3693	23.0369						12	12	11	44.4	44.4	41.1	36.842	0	199.45	199030000	163	0.0789819	0.774122	2.62946	2.13756
28.6552	27.9674	26.6443	28.8391	22.2698	28.8528	28.7253	19.0645						21	21	7	85.3	85.3	38.1	25.712	0	323.31	2079700000	869	0.10114	0.754686	4.78157	2.33987
23.164	24.4618	24.4378	22.0468	19.233	20.5601	24.5052	23.3149						13	7	5	40.1	25.4	16.5	32.708	0	53.987	93337000	84	0.852075	0.979409	-0.29281	-0.19583
