LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant pTa_pT2+	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	N: Welch's T-test p-value pTa_pT2+	N: Welch's T-test q-value pTa_pT2+	N: Welch's T-test Difference pTa_pT2+	N: Welch's T-test Test statistic pTa_pT2+
27.7206	27.6544	27.5722	27.8091	26.7886	28.3708	27.7272	27.4693						190	190	183	45.8	45.8	43.6	531.78	0	323.31	1652000000	1676	0.0800361	0.77252	0.535802	2.12704
24.1983	22.993	23.4094	23.451	23.0297	23.9814	23.8493	23.5451						11	11	11	56.1	56.1	56.1	32.66	0	51.888	113230000	135	0.024626	0.722429	0.625691	2.99675
23.8431	22.1565	23.1304	23.6169	24.307	20.9214	22.9288	22.019						6	6	6	36.9	36.9	36.9	18.697	0	70.994	89469000	51	0.932074	0.986864	-0.0756545	-0.0890585
24.6606	23.7941	24.8049	24.5695	24.2168	23.2064	23.9171	23.6143						14	13	13	34	32.3	32.3	54.231	0	61.866	168960000	172	0.965914	0.992868	-0.019145	-0.0446517
23.6137	23.3081	24.4718	23.3613	23.397	22.3614	26.4962	24.3413						11	11	11	37.2	37.2	37.2	38.89	0	123.75	197970000	149	0.937672	0.987219	0.0785651	0.0836339
19.1031	19.67	19.7328	21.1209	20.8765	19.1801	20.2379	23.0538						3	3	3	13.9	13.9	13.9	22.761	0	12.319	19207000	18	0.364489	0.840268	-0.922766	-0.998224
25.9379	25.6181	25.438	25.4662	26.2112	25.2472	25.6065	25.292						13	13	10	66	66	55.1	37.497	0	136.52	441610000	255	0.772814	0.953575	-0.0753617	-0.303446
24.5179	23.884	24.0523	24.5783	24.3393	23.9009	24.4075	23.7414						9	6	5	40.3	29.6	25.8	38.58	0	47.414	167600000	124	0.136211	0.753477	0.346941	1.72867
21.4127	19.964	20.7835	21.3622	21.0848	19.5215	19.4472	21.2775						3	3	3	37.3	37.3	37.3	13.133	0	9.9268	14801000	15	0.608404	0.900112	-0.341552	-0.549738
22.6821	23.5068	22.9697	23.1019	23.6286	22.267	21.735	23.0542						17	17	17	17.7	17.7	17.7	135.58	0	58.016	74004000	70	0.0561319	0.720171	-0.843285	-2.52046
21.3264	21.4694	21.5471	21.8079	21.6305	20.3027	21.1273	22.3627						5	5	5	7	7	7	102.64	0	19.8	26313000	35	0.162362	0.768687	-0.611351	-1.62822
21.1823	19.9146	21.3034	21.8503	21.5823	19.6647	20.8774	20.8636						6	6	3	10	10	5.3	86.478	0	17.251	18213000	20	0.970912	0.993431	-0.0222874	-0.0380882
23.1254	22.7901	22.6858	23.0245	23.2634	22.4649	22.72	23.0278						13	13	13	16.6	16.6	16.6	88.885	0	53.415	70051000	68	0.604956	0.900966	-0.108101	-0.546365
24.3719	25.6049	26.1262	22.7219	22.0626	19.1727	24.0646	25.547						19	19	19	36.2	36.2	36.2	74.68	0	93.07	233350000	171	0.190103	0.78958	-2.2524	-1.48796
19.5472	22.4031	22.3109	22.1173	23.0992	19.4367	22.6342	22.7246						5	5	5	23.7	23.7	23.7	26.183	0	18.476	43261000	27	0.134215	0.757801	-1.70062	-1.98157
21.3026	22.1484	21.2408	21.7658	22.3221	20.7045	21.9606	22.7193						9	9	9	16.7	16.7	16.7	68.329	0	34.451	34455000	33	0.159562	0.780427	-0.674306	-1.60808
22.8538	23.736	23.0135	23.035	23.4651	23.3177	23.1877	23.3473						11	11	11	43.7	43.7	43.7	29.999	0	53.477	84011000	68	0.163231	0.767387	-0.291925	-1.6216
23.0488	22.2536	23.1387	23.3109	23.2967	23.0242	22.1747	23.0158						9	9	9	33.4	33.4	33.4	36.091	0	55.848	72286000	64	0.917565	0.984065	-0.0365415	-0.107955
20.5679	22.1818	21.8344	19.3309	17.1853	19.8541	20.9674	19.5105						6	6	6	3.4	3.4	3.4	210.71	0	15.801	16183000	39	0.998715	1	0.00209904	0.00172549
23.018	20.1279	21.6435	21.3623	21.3683	20.965	21.1574	20.4815						5	5	5	11.6	11.6	11.6	56.598	0	14.729	27941000	6	0.272469	0.797784	0.720423	1.21672
21.9433	19.7714	20.0247	21.7032	20.8494	19.3516	22.1101	20.1618						2	2	2	33	33	33	11.309	0	34.492	23286000	30	0.197327	0.789847	1.07521	1.565
26.08	19.4475	22.1901	23.2933	23.0223	24.9684	26.6158	19.3456						4	4	4	71.1	71.1	71.1	7.8547	0	113.85	235550000	67	0.0133287	0.536	4.23802	3.54866
24.1665	24.6157	24.3857	24.59	25.265	24.7381	24.5973	24.5626						11	11	10	56.4	56.4	52.8	24.488	0	88.196	221000000	223	0.45599	0.885393	-0.184279	-0.806101
20.2361	21.1357	21.2745	20.5595	20.9827	22.4157	22.7325	22.2041						8	8	8	22.6	22.6	22.6	61.277	0	28.175	28049000	32	0.906227	0.980137	0.0866833	0.125278
24.1845	24.0393	24.1469	23.9696	23.6206	23.6523	23.4994	23.4372						10	10	10	32.7	32.7	32.7	50.679	0	45.004	136630000	163	0.948434	0.986966	0.0154161	0.0674468
20.9653	20.8928	20.3672	19.4581	19.2159	20.0456	19.0181	19.7573						4	4	4	21.3	21.3	21.3	29.13	0	8.5193	8342600	12	0.749183	0.946071	-0.186524	-0.3351
25.1346	21.7957	25.3716	21.5969	19.5966	19.8603	20.9246	22.1846						28	28	28	21.2	21.2	21.2	202.52	0	101.71	101360000	90	0.835389	0.979652	-0.358041	-0.217029
22.5588	22.1822	22.1401	22.6134	22.8448	20.4727	21.2997	22.1212						14	14	14	16.1	16.1	16.1	126.97	0	32.156	42628000	48	0.349966	0.839691	-0.58588	-1.06975
23.178	23.4418	23.0329	23.4732	23.8525	23.1936	22.8187	23.1092						9	9	9	31.5	31.5	31.5	44.468	0	46.974	89029000	81	0.436276	0.876922	-0.193225	-0.83994
23.2113	22.6894	24.4851	21.6678	22.0459	21.5953	20.5421	21.6694						14	14	11	33.6	33.6	27.3	62.293	0	42.261	56121000	56	0.289147	0.808925	-0.968353	-1.16437
22.9601	22.7297	22.6636	23.2296	22.9059	21.5537	21.4609	20.7165						5	4	4	21.4	21.4	21.4	27.366	0	27.959	51054000	39	0.947934	0.988825	0.0471225	0.0681126
21.0287	21.3266	20.9393	21.2639	21.2341	21.463	20.5042	20.3455						6	6	6	15.1	15.1	15.1	59.209	0	17.031	16110000	23	0.744169	0.949125	0.103568	0.341851
25.3702	23.1152	26.4135	25.7865	24.6486	24.555	23.2667	23.4215						16	16	16	43.2	43.2	43.2	54.529	0	190.1	287450000	167	0.725046	0.945379	0.344908	0.370116
24.0246	24.1024	22.7818	24.7483	23.116	24.3556	24.6632	23.7522						11	11	11	40	40	40	36.067	0	105.25	138480000	118	0.0344522	0.684488	1.00984	2.95796
20.2559	20.3597	20.6697	20.3891	19.8657	20.9058	21.0756	18.8276						2	2	2	21.6	21.6	21.6	13.459	0	7.9563	8432600	13	0.175399	0.776964	0.725892	1.61614
22.6451	21.2027	21.5968	21.7828	20.8773	19.7131	22.4554	19.8266						7	7	7	27.3	27.3	27.3	33.429	0	27.961	26810000	28	0.364388	0.841688	0.773276	1.00277
29.2513	29.1249	29.0845	29.5379	29.6654	28.4079	28.5685	29.5752						8	8	1	63.6	63.6	22.5	13.988	0	86.096	5597100000	817	0.234783	0.80723	-0.42111	-1.36245
20.6624	21.0544	20.929	21.5259	18.569	19.743	21.3284	20.4997						3	3	3	8.8	8.8	8.8	42.509	0	8.4247	12191000	8	0.465934	0.888052	0.551883	0.78462
22.3776	18.9108	21.8861	22.6223	23.2025	19.8206	22.0995	19.9574						13	13	13	23.8	23.8	23.8	70.729	0	62.15	36481000	26	0.549155	0.892661	0.740811	0.639857
23.6628	23.5792	22.6898	23.2804	23.0848	18.8378	23.2333	22.3287						7	7	7	38.2	38.2	38.2	34.293	0	29.675	74170000	73	0.605886	0.900653	-0.667104	-0.568356
22.9343	23.9842	23.5285	23.4253	23.2947	23.7102	23.6978	22.5336						11	11	11	25.4	25.4	25.4	56.94	0	47.466	94471000	83	0.775081	0.955216	0.106686	0.301934
21.2698	22.197	20.8358	19.2939	19.6545	19.67	22.5557	21.4699						4	4	4	5	5	5	84.621	0	13.004	18796000	16	0.725917	0.944726	-0.341926	-0.369223
23.0138	22.8731	22.9602	22.8823	22.9848	23.4788	23.168	23.1056						13	13	13	20.4	20.4	20.4	83.677	0	49.58	74495000	66	0.324663	0.828154	0.154776	1.12923
23.9898	24.1046	24.3111	24.1886	23.9666	23.8208	23.3813	23.6061						20	20	20	32	32	32	85.104	0	139.4	138730000	173	0.528671	0.882651	-0.151975	-0.66938
21.2453	22.1081	21.034	22.2788	21.9449	22.454	23.6838	20.204						9	9	9	14.5	14.5	14.5	89.252	0	110.3	37379000	44	0.153169	0.770587	1.09273	1.63857
22.032	21.1946	21.011	20.863	23.1104	19.9272	22.2919	21.8792						9	9	9	23	23	23	58.946	0	42.983	33902000	30	0.500448	0.885723	-0.520239	-0.717661
24.0657	23.856	24.8331	25.261	25.9538	20.0217	24.5555	23.7099						11	2	2	24.5	7.4	7.4	49.775	0	80.429	237410000	56	0.434722	0.881178	-1.11222	-0.864467
20.4694	20.9991	21.4831	20.8448	20.7747	19.5361	19.8696	19.9884						3	3	3	12.2	12.2	12.2	39.646	0	9.7659	13561000	25	0.191069	0.779018	-0.631398	-1.47405
20.1229	20.3843	20.5631	20.7842	21.4899	20.6432	20.9609	21.8545						5	5	5	12.8	12.8	12.8	51.735	0	25.82	15611000	18	0.321074	0.829984	-0.445166	-1.11597
21.0568	19.8636	21.3234	22.0673	22.3128	20.3897	19.8178	19.8015						4	4	4	16.3	16.3	16.3	34.324	0	11.408	18970000	12	0.992561	1	0.00756216	0.00973924
21.5237	21.9195	23.0729	22.0452	23.2301	19.9617	21.0249	20.6039						12	1	1	24.4	3.9	3.9	44.348	0	28.335	39112000	103	0.210768	0.808291	-1.06772	-1.41661
21.827	21.3953	20.968	22.574	19.2411	22.0822	19.6357	21.4722						8	8	8	18.2	18.2	18.2	66.248	0	33.134	23404000	28	0.398173	0.876034	0.760552	0.912709
24.1622	23.3894	23.4556	23.7102	23.733	22.7548	21.4116	23.59						14	14	14	31.1	31.1	31.1	61.206	0	71.939	100570000	122	0.447206	0.882003	-0.532337	-0.868593
22.0951	19.2674	20.7954	22.6772	18.3984	22.3155	21.7703	20.0284						5	5	5	17.3	17.3	17.3	46.476	0	14.032	23192000	19	0.0102271	0.532571	2.59211	4.73203
22.9365	19.5886	22.8466	23.0092	22.3708	20.9904	21.9531	20.0234						8	7	7	32.4	30.4	30.4	39.548	0	22.108	38248000	19	0.334986	0.834394	1.01493	1.07072
23.3839	23.328	22.0899	23.9529	23.8674	23.4478	22.9192	22.8329						13	13	13	34.8	34.8	34.8	53.354	0	53.561	91255000	100	0.404296	0.875385	0.396407	0.915608
23.359	22.1413	20.6586	23.8741	22.3315	20.5829	23.461	20.3854						10	10	10	26.2	26.2	26.2	43.482	0	47.163	57837000	52	0.16979	0.774351	1.44007	1.59259
21.0952	21.0072	21.6525	20.6134	21.8168	19.4899	19.1842	20.7979						6	6	6	9.4	9.4	9.4	75.585	0	22.302	17471000	31	0.0679742	0.761902	-1.22292	-2.37093
23.5906	23.5504	23.9448	21.712	21.7268	19.1402	23.4428	23.4833						7	7	7	19.5	19.5	19.5	43.476	0	67.832	75689000	66	0.349046	0.838473	-1.20493	-1.05024
22.1905	22.6234	22.8736	22.7595	23.0232	20.9771	19.8756	22.7177						25	25	25	12.6	12.6	12.6	273.6	0	51.194	48711000	67	0.124147	0.758115	-1.35881	-2.09291
20.5147	19.7931	19.0135	19.5127	22.2538	19.2073	20.9047	21.3194						4	4	4	29.9	29.9	29.9	24.843	0	14.368	15043000	9	0.534089	0.883276	-0.560097	-0.670849
25.0528	20.1862	24.1224	21.0449	19.5173	20.1388	19.8127	20.0446						9	9	9	39.8	39.8	39.8	46.804	0	41.916	63122000	37	0.746613	0.945965	0.544687	0.338627
22.8101	21.2532	19.4928	21.8859	22.3976	20.4889	21.8483	23.0449						3	3	3	20.6	20.6	20.6	21.198	0	37.344	38123000	35	0.826374	0.970544	0.211194	0.231176
21.78	23.3641	21.437	21.5659	24.109	19.9932	23.6394	20.5656						12	12	12	28.4	28.4	28.4	57.578	0	106.34	61360000	31	0.594933	0.899922	-0.624282	-0.561573
19.9807	23.2902	22.5288	21.3442	22.6146	20	20.9845	20.2909						5	5	5	28.7	28.7	28.7	30.847	0	23.352	28931000	24	0.0873045	0.738748	-1.60378	-2.16994
26.0719	25.3283	24.9256	25.4878	25.3002	19.6601	23.1115	23.4588						8	1	1	52.9	23.5	23.5	15.388	0	45.228	337330000	126	0.489691	0.893407	-1.17039	-0.769373
23.1094	24.2097	23.9354	23.4427	24.3056	22.1649	22.729	23.2181						18	18	18	24.1	24.1	24.1	102	0	75.074	106540000	87	0.028925	0.666857	-1.05572	-2.86675
20.6358	21.7166	21.073	21.8753	21.2163	21.1359	20.9796	20.6088						6	5	5	12.2	10.5	10.5	48.043	0	11.554	18228000	18	0.993414	1	0.00298643	0.00860995
21.6769	21.5369	21.2884	22.3016	21.817	20.5083	21.2597	20.6333						10	10	10	35.6	35.6	35.6	42.502	0	22.001	23574000	30	0.804942	0.960358	0.117737	0.259745
21.6961	22.5903	21.6201	21.9241	22.4208	19.6473	20.7549	21.5529						14	14	14	12.5	12.5	12.5	145.18	0	53.229	29977000	44	0.141357	0.759562	-1.04044	-1.78226
22.6368	21.7455	22.1943	25.1817	23.7239	23.6237	22.0354	23.8805						17	17	17	21.2	21.2	21.2	100.23	0	108.54	110540000	69	0.600776	0.902118	0.483299	0.553907
25.2017	25.488	23.9271	24.5815	25.4083	25.1135	25.4424	23.7714						52	44	43	31.7	27.9	27.2	227.87	0	196.87	257390000	263	0.431174	0.88595	0.436091	0.876973
21.4287	21.9068	21.1613	20.5061	22.536	20.0252	21.3757	21.5859						7	7	7	36.9	36.9	36.9	25.913	0	21.87	25861000	30	0.0766292	0.760708	-0.963556	-2.1475
21.3295	20.2204	21.1495	21.3036	19.5765	20.7507	21.0311	19.9102						11	11	11	3.1	3.1	3.1	481.89	0	20.875	14533000	18	0.0721527	0.779494	0.889581	2.44021
20.9582	21.1543	17.9917	20.9057	21.502	19.7135	19.098	21.8498						4	3	3	19.8	12.3	12.3	25.943	0	17.463	16240000	13	0.669924	0.926249	-0.455569	-0.455499
20.0526	20.236	20.056	19.9459	22.6608	20.4189	20.0342	19.4628						2	2	2	6.9	6.9	6.9	32.749	0	16.686	15467000	12	0.538567	0.886675	-0.491019	-0.688707
20.0208	21.4431	19.6228	20.9337	21.4608	19.6807	21.574	22.2608						5	5	5	11.2	11.2	11.2	63.836	0	23.746	19918000	16	0.398229	0.874839	-0.644582	-0.913744
23.3236	22.7002	21.9187	23.7406	22.617	22.9592	25.0957	24.2219						26	26	26	23.4	23.4	23.4	156.27	0	108.95	113790000	99	0.222944	0.80784	0.915329	1.35945
23.0555	21.4329	22.6879	22.2503	23.6351	22.5308	22.3687	22.8466						6	6	6	39.3	39.3	39.3	26.888	0	22.568	61705000	55	0.849237	0.977906	-0.099329	-0.203095
25.3246	25.5917	24.6867	25.3532	25.2869	24.9206	24.6991	24.759						33	33	33	32.8	32.8	32.8	136.37	0	207.49	309550000	303	0.980981	0.997338	-0.00670481	-0.0249396
22.9526	22.5287	22.2825	22.87	22.8292	18.6997	22.4331	22.4908						10	10	10	12.5	12.5	12.5	102.9	0	35.058	53530000	32	0.494047	0.887475	-0.793948	-0.774099
20.7361	21.2882	19.1741	20.9021	20.9019	20.4373	20.5443	21.1224						4	4	4	6.1	6.1	6.1	93.487	0	11.713	12039000	8	0.950789	0.987663	0.033267	0.0665756
18.8575	19.3994	21.449	19.7636	21.7492	21.6233	21.489	22.0361						8	8	8	17.7	17.7	17.7	63.472	0	24.022	26242000	25	0.452503	0.883928	-0.725074	-0.803967
22.9299	22.5224	19.9556	19.815	22.6027	22.9583	23.8427	23.5795						14	14	14	46.2	46.2	46.2	38.418	0	50.926	57177000	72	0.856791	0.981705	0.22143	0.188513
24.2272	24.2912	25.2517	24.4017	24.1585	24.02	23.9541	23.9805						12	12	12	31.5	31.5	31.5	47.628	0	68.923	179270000	141	0.42532	0.88864	-0.269711	-0.893049
24.4364	21.5902	21.3665	24.3079	23.9474	22.607	23.4819	22.5702						9	9	9	32.9	32.9	32.9	47.151	0	69.216	102440000	99	0.118776	0.766976	1.3397	1.84935
23.6445	22.9004	22.7663	23.2939	22.9994	22.2519	23.2799	23.2561						11	11	11	26	26	26	44.965	0	37.465	86234000	62	0.690382	0.932369	0.137029	0.430979
21.416	20.9159	20.9175	22.2176	20.1433	20.2484	21.7971	20.7004						3	3	3	12.8	12.8	12.8	31.674	0	12.48	17124000	25	0.177557	0.778397	0.750479	1.62764
20.8793	20.8078	22.3417	21.3281	21.4975	19.2816	18.7714	20.7724						6	6	6	9	9	9	95.925	0	39.661	18729000	29	0.133278	0.767187	-1.28973	-1.79744
23.6433	21.788	21.5027	23.6	24.2088	23.3778	24.1957	23.3773						15	15	15	28.8	28.8	28.8	72.995	0	102.77	102730000	126	0.225842	0.805581	0.985036	1.47362
19.9927	19.5537	19.6169	19.9683	21.7995	21.3546	19.9721	20.8396						5	5	5	6.6	6.6	6.6	89.09	0	12.952	11291000	6	0.84595	0.979695	-0.130506	-0.204388
24.8522	24.3772	23.5634	24.6649	24.2146	24.8322	25.2455	24.3444						28	28	28	36.1	36.1	36.1	96.022	0	142.9	202110000	204	0.0182123	0.55424	0.773824	3.41336
22.7861	20.4531	21.4947	22.0014	21.4707	21.7431	22.1653	20.6817						8	8	8	35.1	35.1	35.1	23.865	0	17.035	27100000	47	0.0172643	0.556	1.14896	3.30027
21.1167	19.9589	20.1244	21.4571	21.523	19.9009	20.9383	19.3608						4	4	4	7.3	7.3	7.3	72.379	0	7.5251	12292000	7	0.325968	0.830413	0.611449	1.07814
23.0886	21.7673	23.3525	22.9171	24.2862	20.9821	22.7821	23.703						21	21	21	36.2	36.2	36.2	82.431	0	83.09	87661000	66	0.296085	0.807824	-0.834771	-1.14525
22.1147	22.5465	22.0515	20.967	23.0907	23.7366	19.8979	22.0425						5	5	5	23	23	23	22.487	0	50.161	49043000	41	0.435429	0.880334	-0.753782	-0.877921
23.3185	24.7819	21.6808	24.883	24.5735	24.7827	24.3312	24.0758						10	10	10	44.2	44.2	44.2	42.835	0	94.01	168560000	141	0.525116	0.883167	0.55086	0.689405
24.4912	22.578	23.1659	24.1174	24.4201	20.6337	23.8931	24.444						25	25	23	38	38	34.7	96.864	0	107.92	137540000	97	0.730973	0.944964	-0.368159	-0.365818
21.8624	21.7282	22.2528	22.7754	23.0782	22.6446	21.2697	22.1097						24	24	24	11	11	11	292.75	0	50.654	45385000	50	0.745723	0.946738	-0.154197	-0.340314
25.5908	19.9853	24.8917	21.8532	20.9503	20.2215	19.9097	20.1079						28	28	28	25.8	25.8	25.8	165.27	0	129.69	98543000	96	0.821912	0.969714	0.410028	0.235297
21.6383	19.2248	21.4772	22.3616	22.9193	20.0707	21.8059	21.2899						7	5	5	29.1	17.5	17.5	28.787	0	20.192	34431000	49	0.800179	0.958234	0.241314	0.266573
21.5913	20.1377	20.8401	21.3576	20.6574	20.741	21.4798	21.2075						7	6	6	25.4	19.2	19.2	41.569	0	16.417	17193000	14	0.0951425	0.724455	0.581745	1.98814
21.671	19.4118	21.426	22.1762	22.3708	20.0296	21.6239	21.6906						6	5	2	13.3	12.1	5.5	55.364	0	14.998	28063000	16	0.855593	0.981013	0.150368	0.190718
23.3624	22.8139	23.4229	22.4481	24.9686	23.8818	23.9956	23.0851						38	38	38	23.9	23.9	23.9	231.6	0	146.78	124660000	83	0.809904	0.962099	-0.150681	-0.252394
20.1863	20.9405	19.667	20.3788	23.1918	19.8778	20.5457	21.265						5	5	5	21.1	21.1	21.1	35.964	0	36.722	22654000	23	0.257525	0.798536	-1.01896	-1.3721
25.5713	23.9596	25.3745	25.5058	25.7575	24.4832	24.3374	25.1263						28	28	19	45.1	45.1	33.3	80.272	0	193.07	330250000	341	0.879881	0.984748	-0.0800595	-0.157866
19.3694	19.9058	20.3468	20.9642	20.6195	19.9176	20.6074	20.3844						3	3	3	3.5	3.5	3.5	134.55	0	5.1633	9149900	9	0.809168	0.962108	-0.0994525	-0.257875
21.0315	20.692	21.3381	21.3385	22.4169	20.3823	20.4498	20.4408						8	8	8	8.3	8.3	8.3	124.34	0	21.38	19988000	11	0.439613	0.879786	-0.421399	-0.846602
24.2947	23.4742	24.3797	24.2862	23.8439	24.2957	24.8253	24.2774						17	17	16	33.9	33.9	31.9	73.114	0	97.698	164310000	166	0.140427	0.762734	0.431657	1.74416
19.3398	19.3097	19.8724	19.6793	18.7594	19.7159	18.9988	19.6729						6	6	6	7.2	7.2	7.2	102.35	0	13.548	6948300	19	0.923377	0.98777	0.0298843	0.100832
20.7695	21.527	20.1738	20.5157	19.2362	19.6902	19.7788	19.4165						4	4	4	5.4	5.4	5.4	128.3	0	13.701	8809900	6	0.87158	0.986354	0.10021	0.171121
23.196	20.139	22.2502	21.2614	18.8659	20.9847	25.0029	20.9112						12	12	12	30.7	30.7	30.7	65.746	0	40.175	57047000	48	0.132181	0.761785	2.06968	1.76205
27.3343	20.3992	20.0394	19.2472	18.8552	20.6207	23.7668	19.3453						15	15	15	55.9	55.9	55.9	44.998	0	205.26	208320000	121	0.184805	0.787431	3.08247	1.68224
21.2189	21.1703	21.1641	22.2813	20.7607	20.5924	20.891	19.5144						3	3	3	20.2	20.2	20.2	18.795	0	8.5673	17613000	16	0.311663	0.823518	0.593551	1.10494
22.5753	22.2197	20.6216	23.3147	22.127	23.0419	24.6283	23.8304						5	5	5	31.8	31.8	31.8	17.342	0	38.252	79791000	74	0.189256	0.791708	1.19037	1.5078
23.9029	23.8157	23.8708	23.5394	23.1381	23.3813	24.8711	23.8008						15	14	14	29	28	28	67.56	0	59.736	128010000	116	0.512698	0.882267	0.267311	0.710057
22.418	22.9552	23.4048	23.0895	23.5152	22.2899	22.723	23.1839						8	8	8	31.6	31.6	31.6	34.93	0	33.28	74858000	89	0.0302384	0.635385	-0.634664	-2.92461
22.3744	22.8364	23.5627	22.6069	21.1778	23.2388	23.0505	23.0363						7	7	7	26.2	26.2	26.2	26.697	0	28.155	58274000	57	0.781219	0.956479	0.164341	0.297704
20.9854	19.5724	20.933	21.2431	22.4196	20.9387	21.6892	19.8281						3	3	3	39.5	39.5	39.5	15.911	0	26.443	21178000	19	0.483725	0.890624	0.525827	0.784051
21.4913	22.2946	21.9845	22.0551	21.3371	19.4522	21.5426	21.1749						8	8	8	19.3	19.3	19.3	49.654	0	15.421	27341000	36	0.422209	0.887619	-0.562495	-0.88817
22.3538	21.8926	22.5808	19.8481	20.914	18.7234	19.3694	21.697						7	7	7	27.7	27.7	27.7	35.7	0	32.426	22542000	23	0.119839	0.765783	-1.69746	-1.96227
22.5616	19.8418	22.1174	23.0853	22.6536	19.5443	20.0971	22.1499						4	4	4	16.7	16.7	16.7	43.383	0	27.463	40984000	30	0.746134	0.946198	-0.368576	-0.340692
19.5658	22.7649	21.1141	23.7538	23.9727	24.0616	24.8058	21.1075						6	6	6	57.3	57.3	57.3	11.801	0	41.823	82688000	77	0.582524	0.898614	0.806941	0.588403
23.2034	23.6744	23.3835	23.5499	24.2338	23.2572	23.3444	23.3052						10	10	10	40.6	40.6	40.6	31.284	0	95.613	106470000	137	0.241595	0.805685	-0.310506	-1.38757
24.8709	24.638	23.5381	24.4895	24.5201	24.49	24.5251	24.8033						20	20	19	34.5	34.5	33.5	68.283	0	70.28	206710000	194	0.509201	0.888584	0.218995	0.730937
23.1543	19.641	23.1027	22.5978	20.4943	20.1595	21.3201	21.1607						11	11	11	23.5	23.5	23.5	63.944	0	29.042	34997000	26	0.503885	0.887015	0.708282	0.711198
23.4495	23.543	23.181	25.8767	23.1458	23.9339	24.3693	22.6143						19	19	19	50	50	50	54.392	0	190.13	163380000	161	0.0863745	0.741628	1.2863	2.30373
22.0867	21.682	21.5963	22.3575	21.7815	21.9457	22.8787	22.1183						4	4	4	20.1	20.1	20.1	35.61	0	13.363	38423000	18	0.0806459	0.757748	0.522654	2.22021
23.1561	22.2814	21.657	22.4753	22.4126	22.2364	22.8757	22.7402						10	10	10	26.2	26.2	26.2	46.51	0	45.789	53815000	53	0.225686	0.807402	0.413091	1.35168
22.9379	20.0437	22.3824	22.205	22.0214	20.7029	23.6871	21.0081						5	5	5	34.8	34.8	34.8	22.345	0	21.26	42698000	29	0.265216	0.80558	1.01935	1.23296
22.8962	22.6154	21.6595	22.4514	22.0277	22.0868	22.6107	22.9472						2	2	2	43.1	43.1	43.1	6.4575	0	62.603	48776000	53	0.579193	0.898516	0.198807	0.594039
20.7714	20.4215	20.2056	20.8517	20.8143	20.3583	20.285	20.1893						7	7	7	14.4	14.4	14.4	56.92	0	17.183	12027000	17	0.465718	0.888751	0.158953	0.778769
25.2011	24.5577	24.7587	24.6275	25.4725	22.8364	26.6439	24.7464						21	21	21	61.5	61.5	61.5	52.878	0	115.57	332250000	199	0.94841	0.987659	-0.0565896	-0.0696096
22.8883	20.561	22.5691	23.5197	20.8778	24.0391	22.0103	22.2807						5	5	5	14.6	14.6	14.6	52.764	0	60.372	57030000	65	0.0599957	0.713684	1.54219	2.32276
21.6934	20.9717	20.9436	21.6315	22.992	19.8672	20.7998	21.3562						10	10	10	21.4	21.4	21.4	55.454	0	55.284	23985000	17	0.414231	0.886293	-0.56791	-0.87794
22.8468	21.1588	21.6664	21.8365	22.3526	22.6745	21.6099	21.5086						9	9	9	16	16	16	69.491	0	29.242	38238000	20	0.200462	0.788928	0.570362	1.44473
22.5677	20.0479	22.2428	23.2155	19.3725	19.9996	19.795	23.1282						2	2	2	0.4	0.4	0.4	410.5	0.0052265	2.5531	50033000	33	0.879923	0.984007	0.19661	0.157626
24.482	25.2411	24.0837	24.7758	24.1253	24.2872	24.3943	24.1497						20	20	20	31.7	31.7	31.7	91.706	0	115.2	197580000	181	0.791671	0.953598	0.0848727	0.283241
22.8754	23.5873	22.4532	22.8661	23.9385	22.651	22.2768	21.6307						15	15	15	30.7	30.7	30.7	84.137	0	63.949	70914000	57	0.693315	0.934859	-0.235073	-0.429352
22.9409	24.4287	24.0204	23.3472	21.8849	22.8043	23.9938	22.9294						8	8	7	33	33	29.4	33.697	0	61.988	94610000	65	0.947265	0.988904	-0.0442977	-0.0701369
21.69	20.5532	21.6754	22.1967	22.377	19.3854	21.7464	21.8113						9	9	9	12.6	12.6	12.6	105.84	0	27.532	30481000	25	0.656598	0.923123	-0.349606	-0.472741
19.8577	20.2653	20.0625	19.8179	18.9394	20.6442	21.6991	19.9773						2	2	2	19.5	19.5	19.5	17.328	0	11.349	7643600	9	0.246329	0.796748	0.693616	1.30437
25.0333	23.0558	24.8101	24.0798	21.9091	24.6538	24.6506	23.2464						11	11	11	73	73	73	19.891	0	55.15	159660000	158	0.104901	0.762254	1.349	2.14795
22.7044	24.1352	23.5954	23.1936	23.0358	22.1476	23.8267	21.7853						10	10	10	33.3	33.3	33.3	41.92	0	68.188	82853000	128	0.793428	0.955014	-0.169868	-0.275121
22.2326	22.6026	21.5649	22.3146	19.1425	19.8572	21.4959	19.7513						3	3	3	9	9	9	49.411	0	8.288	26488000	14	0.49984	0.886769	0.709728	0.722689
